 Date,City,NH3,PM2,PM10,SO2,NOx,CO,O3,AQI,AQI_bucket
2019-01-01 00:00:00, Ghaziabad,71.92,327.5,501.99,20.23,141.46,3.35,17.66,490.0,Severe
2019-02-01 00:00:00, Ghaziabad,78.02,387.45,569.04,21.29,176.59,4.06,9.32,574.0,Severe
2019-03-01 00:00:00, Ghaziabad,74.85,399.51,527.45,18.03,133.11,3.52,21.91,522.0,Severe
2019-04-01 00:00:00, Ghaziabad,66.06,313.46,428.54,19.64,91.64,1.89,8.96,449.0,Severe
2019-05-01 00:00:00, Ghaziabad,64.06,251.39,351.39,18.55,63.92,2.23,6.42,401.0,Severe
2019-06-01 00:00:00, Ghaziabad,62.64,213.54,267.79,17.49,64.79,1.73,17.56,372.0,Very Poor
2019-07-01 00:00:00, Ghaziabad,64.39,213.46,287.14,39.68,76.55,1.64,29.59,372.0,Very Poor
2019-08-01 00:00:00, Ghaziabad,54.81,147.61,206.41,15.19,59.15,1.14,8.5,321.0,Very Poor
2019-09-01 00:00:00, Ghaziabad,47.06,137.48,213.11,18.13,55.94,1.19,10.58,313.0,Very Poor
2019-10-01 00:00:00, Ghaziabad,50.95,213.55,288.55,16.78,105.84,1.27,5.63,372.0,Very Poor
2019-11-01 00:00:00, Ghaziabad,59.74,328.11,369.28,32.27,126.89,2.48,7.47,460.0,Severe
2019-12-01 00:00:00, Ghaziabad,67.41,413.83,488.03,10.97,181.13,2.69,10.72,526.0,Severe
2019-01-13 00:00:00, Ghaziabad,66.66,315.1,423.11,39.15,97.1,4.66,20.85,450.0,Severe
2019-01-14 00:00:00, Ghaziabad,42.17,86.75,155.59,23.77,45.0,1.1,18.35,189.0,Moderate
2019-01-15 00:00:00, Ghaziabad,40.58,129.21,206.87,15.31,69.58,0.93,13.87,307.0,Very Poor
2019-01-16 00:00:00, Ghaziabad,54.89,294.98,429.2,26.01,146.26,3.85,18.94,435.0,Severe
2019-01-17 00:00:00, Ghaziabad,62.39,394.61,532.09,34.53,120.38,4.88,7.89,528.0,Severe
2019-01-18 00:00:00, Ghaziabad,53.41,246.09,338.44,22.65,93.72,1.82,18.23,397.0,Very Poor
2019-01-19 00:00:00, Ghaziabad,55.72,275.6,430.15,19.38,159.61,3.1,13.66,420.0,Severe
2019-01-20 00:00:00, Ghaziabad,68.99,353.86,547.28,22.11,207.17,6.65,38.36,547.0,Severe
2019-01-21 00:00:00, Ghaziabad,65.04,160.95,253.99,14.35,58.05,3.02,6.92,332.0,Very Poor
2019-01-22 00:00:00, Ghaziabad,47.81,50.42,62.82,13.03,37.93,0.79,17.3,84.0,Satisfactory
2019-01-23 00:00:00, Ghaziabad,46.67,180.02,247.01,22.06,86.14,1.52,11.52,346.0,Very Poor
2019-01-24 00:00:00, Ghaziabad,45.62,133.03,207.29,26.64,53.53,1.66,19.05,310.0,Very Poor
2019-01-25 00:00:00, Ghaziabad,38.5,88.41,129.72,40.13,37.93,0.83,16.47,195.0,Moderate
2019-01-26 00:00:00, Ghaziabad,36.14,116.56,177.06,71.04,39.86,1.17,61.99,289.0,Poor
2019-01-27 00:00:00, Ghaziabad,36.14,120.06,182.23,31.46,45.13,0.84,20.06,300.0,Poor
2019-01-28 00:00:00, Ghaziabad,35.85,112.91,182.12,26.25,45.39,1.02,9.35,276.0,Poor
2019-01-29 00:00:00, Ghaziabad,38.61,139.32,220.21,23.36,58.53,1.06,9.65,315.0,Very Poor
2019-01-30 00:00:00, Ghaziabad,43.15,209.98,330.93,24.57,98.93,1.49,5.56,369.0,Very Poor
2019-01-31 00:00:00, Ghaziabad,45.84,200.69,313.25,19.67,75.41,3.41,12.26,362.0,Very Poor
2019-01-02 00:00:00, Ghaziabad,47.83,190.44,247.15,16.0,43.34,1.31,18.17,354.0,Very Poor
2019-02-02 00:00:00, Ghaziabad,51.31,216.71,279.83,15.41,48.32,1.12,16.65,374.0,Very Poor
2019-03-02 00:00:00, Ghaziabad,50.9,161.48,229.27,12.5,57.7,1.06,13.78,332.0,Very Poor
2019-04-02 00:00:00, Ghaziabad,53.25,226.45,344.59,23.11,136.64,1.99,7.12,382.0,Very Poor
2019-05-02 00:00:00, Ghaziabad,62.43,309.09,465.29,20.11,205.22,5.29,40.18,445.0,Severe
2019-06-02 00:00:00, Ghaziabad,61.64,187.25,240.94,11.49,56.69,2.27,7.72,352.0,Very Poor
2019-07-02 00:00:00, Ghaziabad,48.22,66.06,89.59,11.02,32.42,0.62,13.97,120.0,Moderate
2019-08-02 00:00:00, Ghaziabad,39.4,104.58,182.28,22.66,60.89,0.93,12.07,249.0,Poor
2019-09-02 00:00:00, Ghaziabad,35.55,78.21,158.96,17.57,53.52,0.75,9.98,161.0,Moderate
2019-10-02 00:00:00, Ghaziabad,38.77,128.21,232.36,26.44,71.92,1.15,15.77,306.0,Very Poor
2019-11-02 00:00:00, Ghaziabad,45.73,200.94,341.76,39.9,103.59,2.02,41.4,362.0,Very Poor
2019-12-02 00:00:00, Ghaziabad,51.07,239.22,378.86,34.94,107.61,2.23,22.72,392.0,Very Poor
2019-02-13 00:00:00, Ghaziabad,49.0,196.52,319.85,28.92,95.16,1.68,14.87,359.0,Very Poor
2019-02-14 00:00:00, Ghaziabad,46.61,161.07,205.59,10.28,46.51,1.59,8.82,332.0,Very Poor
2019-02-15 00:00:00, Ghaziabad,41.72,127.26,169.11,29.98,55.23,1.04,8.9,306.0,Very Poor
2019-02-16 00:00:00, Ghaziabad,38.12,132.35,179.55,11.52,50.09,0.94,13.77,310.0,Very Poor
2019-02-17 00:00:00, Ghaziabad,37.26,119.19,179.01,15.24,58.39,1.05,6.07,297.0,Poor
2019-02-18 00:00:00, Ghaziabad,36.78,104.43,194.25,12.44,58.09,1.28,9.77,248.0,Poor
2019-02-19 00:00:00, Ghaziabad,41.88,126.84,211.68,12.01,63.64,1.11,7.39,305.0,Very Poor
2019-02-20 00:00:00, Ghaziabad,41.24,88.19,140.98,5.98,54.15,1.82,5.74,194.0,Moderate
2019-02-21 00:00:00, Ghaziabad,40.87,79.55,187.05,15.43,67.13,0.84,5.76,165.0,Moderate
2019-02-22 00:00:00, Ghaziabad,39.68,84.05,166.4,16.99,61.52,2.3,32.95,180.0,Moderate
2019-02-23 00:00:00, Ghaziabad,32.27,57.24,127.67,28.94,36.87,0.89,45.67,118.0,Moderate
2019-02-24 00:00:00, Ghaziabad,31.86,84.01,163.27,20.89,46.9,0.95,14.75,180.0,Moderate
2019-02-25 00:00:00, Ghaziabad,33.64,113.76,193.34,18.73,51.83,1.27,9.16,279.0,Poor
2019-02-26 00:00:00, Ghaziabad,33.9,51.97,124.97,12.73,33.6,0.0,4.65,117.0,Moderate
2019-02-27 00:00:00, Ghaziabad,33.67,59.94,102.98,10.45,37.23,0.63,8.41,102.0,Moderate
2019-02-28 00:00:00, Ghaziabad,37.48,116.26,190.48,20.96,59.42,1.06,14.02,288.0,Poor
2019-01-03 00:00:00, Ghaziabad,38.46,126.69,225.18,21.81,64.25,0.74,48.61,305.0,Very Poor
2019-02-03 00:00:00, Ghaziabad,45.12,121.33,180.95,15.04,63.26,1.1,20.33,301.0,Very Poor
2019-03-03 00:00:00, Ghaziabad,47.28,70.21,111.25,6.85,51.61,0.79,5.44,134.0,Moderate
2019-04-03 00:00:00, Ghaziabad,49.86,129.1,213.19,21.62,76.32,1.89,18.99,307.0,Very Poor
2019-05-03 00:00:00, Ghaziabad,44.46,67.36,148.68,27.75,45.52,0.39,81.18,132.0,Moderate
2019-06-03 00:00:00, Ghaziabad,42.04,93.41,184.62,22.41,55.5,1.16,20.18,211.0,Poor
2019-07-03 00:00:00, Ghaziabad,40.68,118.84,221.3,22.23,70.94,1.54,53.46,296.0,Poor
2019-08-03 00:00:00, Ghaziabad,41.27,113.91,209.53,20.1,52.83,1.35,35.35,280.0,Poor
2019-09-03 00:00:00, Ghaziabad,38.72,101.77,208.11,38.93,55.35,1.11,45.74,239.0,Poor
2019-10-03 00:00:00, Ghaziabad,37.47,82.65,183.19,34.29,44.9,0.85,34.5,176.0,Moderate
2019-11-03 00:00:00, Ghaziabad,37.61,78.95,204.83,22.94,43.33,1.03,5.8,170.0,Moderate
2019-12-03 00:00:00, Ghaziabad,36.26,66.73,126.06,24.2,34.46,0.85,5.27,122.0,Moderate
2019-03-13 00:00:00, Ghaziabad,39.74,106.19,285.88,24.44,47.97,0.77,8.55,254.0,Poor
2019-03-14 00:00:00, Ghaziabad,41.78,130.8,228.41,33.89,55.94,1.86,23.28,308.0,Very Poor
2019-03-15 00:00:00, Ghaziabad,39.34,74.8,144.7,32.66,44.23,1.01,34.02,149.0,Moderate
2019-03-16 00:00:00, Ghaziabad,37.28,66.76,144.72,31.74,40.29,0.63,37.63,130.0,Moderate
2019-03-17 00:00:00, Ghaziabad,36.56,100.51,190.55,25.01,48.43,1.11,33.1,235.0,Poor
2019-03-18 00:00:00, Ghaziabad,36.34,109.82,216.34,28.9,56.36,1.0,34.24,266.0,Poor
2019-03-19 00:00:00, Ghaziabad,42.22,114.56,258.27,28.89,65.76,1.26,34.47,282.0,Poor
2019-03-20 00:00:00, Ghaziabad,36.21,86.27,223.24,18.31,46.58,1.56,6.72,188.0,Moderate
2019-03-21 00:00:00, Ghaziabad,37.27,101.01,168.03,16.49,36.5,2.08,6.34,237.0,Poor
2019-03-22 00:00:00, Ghaziabad,30.62,41.39,136.84,20.53,32.02,0.51,16.4,125.0,Moderate
2019-03-23 00:00:00, Ghaziabad,32.9,52.99,143.93,17.87,36.97,0.65,8.54,129.0,Moderate
2019-03-24 00:00:00, Ghaziabad,33.12,63.51,153.3,30.86,41.45,0.88,33.28,136.0,Moderate
2019-03-25 00:00:00, Ghaziabad,38.51,67.64,173.25,21.34,42.56,0.8,16.3,149.0,Moderate
2019-03-26 00:00:00, Ghaziabad,50.32,85.64,184.3,25.82,35.73,0.84,16.61,185.0,Moderate
2019-03-27 00:00:00, Ghaziabad,50.46,83.35,201.46,26.83,40.08,0.89,18.88,178.0,Moderate
2019-03-28 00:00:00, Ghaziabad,57.37,145.56,303.14,21.54,43.41,2.16,78.73,320.0,Very Poor
2019-03-29 00:00:00, Ghaziabad,63.87,174.27,325.14,18.12,40.53,2.7,66.69,342.0,Very Poor
2019-03-30 00:00:00, Ghaziabad,65.93,133.38,289.77,27.43,39.19,1.63,16.64,310.0,Very Poor
2019-03-31 00:00:00, Ghaziabad,58.93,61.68,219.02,21.28,34.4,0.88,29.36,179.0,Moderate
2019-01-04 00:00:00, Ghaziabad,55.01,56.0,192.08,32.77,36.95,0.41,9.38,161.0,Moderate
2019-02-04 00:00:00, Ghaziabad,55.67,117.06,269.69,31.13,42.76,1.22,64.44,290.0,Poor
2019-03-04 00:00:00, Ghaziabad,56.37,90.2,239.74,24.84,41.86,0.94,38.03,201.0,Poor
2019-04-04 00:00:00, Ghaziabad,56.82,146.66,332.38,66.46,44.27,2.14,10.5,321.0,Very Poor
2019-05-04 00:00:00, Ghaziabad,56.05,192.15,444.76,83.38,46.45,2.39,6.73,418.0,Severe
2019-06-04 00:00:00, Ghaziabad,56.47,112.91,390.21,48.11,36.85,1.28,31.41,350.0,Very Poor
2019-07-04 00:00:00, Ghaziabad,73.75,129.43,331.84,35.8,28.74,1.72,8.89,307.0,Very Poor
2019-08-04 00:00:00, Ghaziabad,58.57,75.65,331.15,28.57,33.47,0.8,27.07,281.0,Poor
2019-09-04 00:00:00, Ghaziabad,54.44,99.78,272.02,38.54,38.43,1.19,5.85,233.0,Poor
2019-10-04 00:00:00, Ghaziabad,58.89,139.89,359.44,42.93,41.67,2.74,29.96,315.0,Very Poor
2019-11-04 00:00:00, Ghaziabad,53.69,85.72,262.83,36.0,31.71,0.99,24.17,213.0,Poor
2019-12-04 00:00:00, Ghaziabad,49.86,73.32,256.05,32.79,29.02,0.76,40.56,206.0,Poor
2019-04-13 00:00:00, Ghaziabad,47.1,70.3,246.41,36.65,27.76,1.04,29.79,198.0,Moderate
2019-04-14 00:00:00, Ghaziabad,45.51,66.84,248.5,51.85,31.14,0.5,42.58,199.0,Moderate
2019-04-15 00:00:00, Ghaziabad,42.03,56.04,238.44,26.62,33.91,0.62,25.75,192.0,Moderate
2019-04-16 00:00:00, Ghaziabad,45.92,54.07,194.31,12.13,23.11,0.7,32.7,163.0,Moderate
2019-04-17 00:00:00, Ghaziabad,41.33,18.2,91.57,9.72,21.93,1.2916074313408725,32.85631493506493,92.0,Satisfactory
2019-04-18 00:00:00, Ghaziabad,38.88,57.25,140.95,27.28,30.21,0.67,24.87,127.0,Moderate
2019-04-19 00:00:00, Ghaziabad,41.89,85.94,200.2,28.42,40.85,1.32,29.72,186.0,Moderate
2019-04-20 00:00:00, Ghaziabad,38.38,94.02,223.48,16.08,49.56,1.19,8.73,213.0,Poor
2019-04-21 00:00:00, Ghaziabad,45.78,131.97,350.88,29.78,48.69,2.78,33.42,309.0,Very Poor
2019-04-22 00:00:00, Ghaziabad,51.06,124.46,329.82,37.22,47.21,2.08,6.16,303.0,Very Poor
2019-04-23 00:00:00, Ghaziabad,56.12,121.78,360.12,39.31,49.03,4.47,63.3,313.0,Very Poor
2019-04-24 00:00:00, Ghaziabad,49.32,82.49,301.95,20.91,29.79,0.91,49.92,252.0,Poor
2019-04-25 00:00:00, Ghaziabad,48.65,74.51,310.62,18.96,24.03,0.91,38.92,261.0,Poor
2019-04-26 00:00:00, Ghaziabad,43.34,103.99,307.29,44.08,36.18,1.29,12.51,257.0,Poor
2019-04-27 00:00:00, Ghaziabad,43.82,71.86,387.16,35.48,33.16,0.93,35.64,346.0,Very Poor
2019-04-28 00:00:00, Ghaziabad,39.71,77.76,360.72,45.17,33.84,0.58,34.09,313.0,Very Poor
2019-04-29 00:00:00, Ghaziabad,38.58,95.54,349.09,51.3,41.91,0.83,50.54,299.0,Poor
2019-04-30 00:00:00, Ghaziabad,37.79,94.11,326.01,29.59,35.29,1.42,19.07,276.0,Poor
2019-01-05 00:00:00, Ghaziabad,44.71,119.15,387.51,42.56,42.84,0.44,32.22,347.0,Very Poor
2019-02-05 00:00:00, Ghaziabad,42.99,70.09,310.8,27.4,28.01,1.04,25.64,261.0,Poor
2019-03-05 00:00:00, Ghaziabad,39.04,49.14,198.15,29.64,33.72,2.26,36.36,165.0,Moderate
2019-04-05 00:00:00, Ghaziabad,47.85,72.12,261.16,42.99,40.87,1.29,25.47,211.0,Poor
2019-05-05 00:00:00, Ghaziabad,36.11,88.24,298.38,36.47,43.52,0.91,30.09,248.0,Poor
2019-06-05 00:00:00, Ghaziabad,42.29,117.15,369.15,37.14,54.16,2.91,19.66,324.0,Very Poor
2019-07-05 00:00:00, Ghaziabad,43.85,129.74,455.51,24.87,55.19,2.6,39.69,432.0,Severe
2019-08-05 00:00:00, Ghaziabad,49.57,131.32,464.59,25.98,46.5,4.27,15.93,443.0,Severe
2019-09-05 00:00:00, Ghaziabad,42.19,119.39,438.91,17.52,37.14,1.66,9.3,411.0,Severe
2019-10-05 00:00:00, Ghaziabad,35.96,81.27,359.71,11.64,17.89,1.43,13.38,312.0,Very Poor
2019-11-05 00:00:00, Ghaziabad,48.93,108.23,384.02,31.25,28.1,3.52,39.63,343.0,Very Poor
2019-12-05 00:00:00, Ghaziabad,47.87,164.34,463.85,24.69,33.71,1.67,23.24,442.0,Severe
2019-05-13 00:00:00, Ghaziabad,59.17,225.27,497.39,48.72,32.71,1.99,38.72,484.0,Severe
2019-05-14 00:00:00, Ghaziabad,57.24,70.0,168.5,17.13,17.93,1.2916074313408725,32.85631493506493,146.0,Moderate
2019-05-15 00:00:00, Ghaziabad,35.79754271765663,111.01520981789389,236.97646203554118,17.299738717339668,40.07465558194774,1.2916074313408725,32.85631493506493,270.0,Poor
2019-05-16 00:00:00, Ghaziabad,35.79754271765663,111.01520981789389,236.97646203554118,17.299738717339668,40.07465558194774,1.2916074313408725,32.85631493506493,270.0,Poor
2019-05-17 00:00:00, Ghaziabad,97.8,53.75,274.67,16.63,27.11,1.2916074313408725,32.85631493506493,225.0,Poor
2019-05-18 00:00:00, Ghaziabad,62.36,50.62,136.58,14.68,36.32,0.58,11.38,124.0,Moderate
2019-05-19 00:00:00, Ghaziabad,50.6,79.91,203.86,26.34,54.92,1.01,26.48,169.0,Moderate
2019-05-20 00:00:00, Ghaziabad,48.58,121.49,299.8,36.08,73.98,1.82,24.54,301.0,Very Poor
2019-05-21 00:00:00, Ghaziabad,46.94,85.39,272.1,31.31,53.25,1.32,11.01,222.0,Poor
2019-05-22 00:00:00, Ghaziabad,49.48,79.92,306.04,16.08,95.72,1.24,9.32,256.0,Poor
2019-05-23 00:00:00, Ghaziabad,58.31,113.71,316.45,34.45,85.22,2.44,14.74,279.0,Poor
2019-05-24 00:00:00, Ghaziabad,64.66,67.37,176.51,36.21,43.61,1.16,48.35,151.0,Moderate
2019-05-25 00:00:00, Ghaziabad,47.26,66.48,212.74,55.27,38.32,0.82,61.95,175.0,Moderate
2019-05-26 00:00:00, Ghaziabad,42.44,76.07,218.39,38.78,33.02,0.71,43.29,179.0,Moderate
2019-05-27 00:00:00, Ghaziabad,47.79,120.04,282.35,58.77,58.15,1.18,47.67,300.0,Poor
2019-05-28 00:00:00, Ghaziabad,36.88,49.43,223.13,21.56,46.36,1.2916074313408725,32.85631493506493,182.0,Moderate
2019-05-29 00:00:00, Ghaziabad,41.07,96.24,294.32,56.82,50.87,1.12,41.41,244.0,Poor
2019-05-30 00:00:00, Ghaziabad,37.53,97.92,314.11,28.46,72.61,2.62,23.46,264.0,Poor
2019-05-31 00:00:00, Ghaziabad,43.98,86.24,418.81,20.73,51.02,1.02,11.41,386.0,Very Poor
2019-01-06 00:00:00, Ghaziabad,61.94,104.63,362.67,24.95,37.82,1.73,6.71,316.0,Very Poor
2019-02-06 00:00:00, Ghaziabad,60.8,69.57,269.08,17.23,20.41,0.87,11.06,219.0,Poor
2019-03-06 00:00:00, Ghaziabad,48.41,50.74,386.82,12.15,19.12,0.79,10.86,346.0,Very Poor
2019-04-06 00:00:00, Ghaziabad,38.68,47.45,217.66,17.94,22.16,0.85,32.71,178.0,Moderate
2019-05-06 00:00:00, Ghaziabad,41.29,65.36,266.12,20.13,30.5,1.13,27.08,216.0,Poor
2019-06-06 00:00:00, Ghaziabad,44.58,69.06,310.1,25.13,29.75,1.47,22.9,260.0,Poor
2019-07-06 00:00:00, Ghaziabad,37.92,49.75,186.45,23.47,20.79,0.64,47.41,158.0,Moderate
2019-08-06 00:00:00, Ghaziabad,43.89,73.69,267.29,20.29,34.31,1.06,30.02,217.0,Poor
2019-09-06 00:00:00, Ghaziabad,54.96,147.81,417.69,37.85,56.81,2.96,54.57,385.0,Very Poor
2019-10-06 00:00:00, Ghaziabad,65.82,62.64,262.71,17.39,48.48,1.34,36.25,213.0,Poor
2019-11-06 00:00:00, Ghaziabad,44.54,130.67,522.67,22.8,57.8,1.3,27.9,516.0,Severe
2019-12-06 00:00:00, Ghaziabad,44.46,47.14,328.56,15.23,18.85,0.78,44.23,279.0,Poor
2019-06-13 00:00:00, Ghaziabad,37.01,48.71,231.63,14.83,25.43,0.63,37.79,188.0,Moderate
2019-06-14 00:00:00, Ghaziabad,33.18,50.68,244.81,25.47,31.82,0.95,9.27,197.0,Moderate
2019-06-15 00:00:00, Ghaziabad,35.7,68.31,362.74,30.33,34.39,1.24,26.83,316.0,Very Poor
2019-06-16 00:00:00, Ghaziabad,37.42,35.33,206.6,10.69,23.56,0.67,35.09,171.0,Moderate
2019-06-17 00:00:00, Ghaziabad,36.88,35.47,145.05,13.06,23.69,0.57,16.96,130.0,Moderate
2019-06-18 00:00:00, Ghaziabad,40.78,46.38,194.85,14.18,54.15,1.2916074313408725,32.85631493506493,163.0,Moderate
2019-06-19 00:00:00, Ghaziabad,43.98,65.09,292.2,19.93,24.18,2.71,6.0,242.0,Poor
2019-06-20 00:00:00, Ghaziabad,38.27,43.1,174.46,14.11,22.32,0.6,12.13,150.0,Moderate
2019-06-21 00:00:00, Ghaziabad,43.87,69.02,226.15,17.83,26.95,0.84,25.32,184.0,Moderate
2019-06-22 00:00:00, Ghaziabad,44.89,107.47,280.21,44.93,32.63,1.33,41.45,258.0,Poor
2019-06-23 00:00:00, Ghaziabad,35.79754271765663,111.01520981789389,236.97646203554118,17.299738717339668,40.07465558194774,1.2916074313408725,32.85631493506493,270.0,Poor
2019-06-24 00:00:00, Ghaziabad,34.25,19.85,123.71,11.17,17.45,1.2916074313408725,32.85631493506493,116.0,Moderate
2019-06-25 00:00:00, Ghaziabad,31.62,40.84,139.51,17.22,22.0,0.64,11.5,126.0,Moderate
2019-06-26 00:00:00, Ghaziabad,33.31,73.2,217.02,27.13,26.7,1.01,8.32,178.0,Moderate
2019-06-27 00:00:00, Ghaziabad,36.61,73.94,323.59,32.45,30.82,1.17,80.18,274.0,Poor
2019-06-28 00:00:00, Ghaziabad,35.85,64.3,307.98,23.29,33.11,1.24,17.68,258.0,Poor
2019-06-29 00:00:00, Ghaziabad,32.49,58.68,362.15,17.61,27.79,0.78,10.75,315.0,Very Poor
2019-06-30 00:00:00, Ghaziabad,37.66,63.34,340.71,15.08,25.34,1.17,10.95,291.0,Poor
2019-01-07 00:00:00, Ghaziabad,40.77,64.64,255.58,15.88,21.65,0.89,8.84,206.0,Poor
2019-02-07 00:00:00, Ghaziabad,43.45,61.27,275.41,14.54,19.47,0.69,25.04,225.0,Poor
2019-03-07 00:00:00, Ghaziabad,44.12,30.07,133.72,9.17,27.19,0.73,197.2,273.0,Poor
2019-04-07 00:00:00, Ghaziabad,46.94,37.3,109.26,7.55,30.9,0.67,0.1,106.0,Moderate
2019-05-07 00:00:00, Ghaziabad,50.54,52.2,117.48,15.45,37.92,1.22,114.0,121.0,Moderate
2019-06-07 00:00:00, Ghaziabad,42.33,24.98,87.31,7.69,30.72,0.75,186.8,247.0,Poor
2019-07-07 00:00:00, Ghaziabad,38.56,36.98,117.1,8.47,31.87,0.65,25.17,111.0,Moderate
2019-08-07 00:00:00, Ghaziabad,43.27,49.09,182.25,7.22,36.03,0.88,174.2,215.0,Poor
2019-09-07 00:00:00, Ghaziabad,42.24,35.56,127.54,4.41,49.84,0.72,175.2,218.0,Poor
2019-10-07 00:00:00, Ghaziabad,45.01,77.22,339.3,5.19,31.04,0.7,2.6,289.0,Poor
2019-11-07 00:00:00, Ghaziabad,38.67,73.89,417.19,4.05,29.1,0.75,32.85631493506493,384.0,Very Poor
2019-12-07 00:00:00, Ghaziabad,44.37,76.41,481.28,4.82,36.84,0.84,13.2,464.0,Severe
2019-07-13 00:00:00, Ghaziabad,34.41,54.51,364.68,4.28,22.54,0.68,11.65,318.0,Very Poor
2019-07-14 00:00:00, Ghaziabad,30.98,47.49,295.5,5.67,20.59,0.61,15.26,246.0,Poor
2019-07-15 00:00:00, Ghaziabad,29.72,31.47,143.04,5.56,27.74,0.51,35.2,129.0,Moderate
2019-07-16 00:00:00, Ghaziabad,28.12,20.74,73.96,3.94,20.71,0.56,29.72,74.0,Satisfactory
2019-07-17 00:00:00, Ghaziabad,28.05,42.72,87.81,7.42,27.96,0.63,29.58,88.0,Satisfactory
2019-07-18 00:00:00, Ghaziabad,26.81,39.16,113.23,6.28,39.9,0.77,22.94,109.0,Moderate
2019-07-19 00:00:00, Ghaziabad,31.66,68.95,199.7,4.68,32.14,1.66,20.3,166.0,Moderate
2019-07-20 00:00:00, Ghaziabad,37.75,46.09,120.1,4.3,32.69,0.71,12.67,113.0,Moderate
2019-07-21 00:00:00, Ghaziabad,42.44,51.41,116.5,3.8,32.76,1.13,14.82,111.0,Moderate
2019-07-22 00:00:00, Ghaziabad,47.23,69.31,151.66,3.81,37.31,1.29,12.18,134.0,Moderate
2019-07-23 00:00:00, Ghaziabad,45.36,77.6,215.0,3.27,41.34,1.39,10.43,177.0,Moderate
2019-07-24 00:00:00, Ghaziabad,43.04,64.51,174.47,4.37,33.11,1.55,22.03,150.0,Moderate
2019-07-25 00:00:00, Ghaziabad,33.82,24.32,69.11,3.78,24.06,0.57,20.54,69.0,Satisfactory
2019-07-26 00:00:00, Ghaziabad,28.39,26.5,54.1,1.42,17.88,0.87,22.54,54.0,Satisfactory
2019-07-27 00:00:00, Ghaziabad,25.26,23.09,41.62,2.75,22.14,0.68,19.51,42.0,Good
2019-07-28 00:00:00, Ghaziabad,25.15,16.65,54.19,5.06,16.87,0.75,15.72,54.0,Satisfactory
2019-07-29 00:00:00, Ghaziabad,27.8,22.88,69.99,8.71,18.22,0.84,14.84,70.0,Satisfactory
2019-07-30 00:00:00, Ghaziabad,29.61,26.86,78.14,6.77,18.09,0.84,12.71,78.0,Satisfactory
2019-07-31 00:00:00, Ghaziabad,28.35,29.69,88.93,6.87,18.95,0.72,11.88,89.0,Satisfactory
2019-01-08 00:00:00, Ghaziabad,29.25,29.57,90.19,4.74,21.32,0.94,17.29,90.0,Satisfactory
2019-02-08 00:00:00, Ghaziabad,29.71,32.02,88.04,9.82,20.26,0.71,15.62,88.0,Satisfactory
2019-03-08 00:00:00, Ghaziabad,28.36,35.93,78.96,7.24,22.81,0.78,9.27,79.0,Satisfactory
2019-04-08 00:00:00, Ghaziabad,27.57,41.72,97.68,7.51,24.46,0.86,10.0,98.0,Satisfactory
2019-05-08 00:00:00, Ghaziabad,31.91,50.78,109.07,4.96,29.82,0.91,10.61,106.0,Moderate
2019-06-08 00:00:00, Ghaziabad,36.14,33.89,69.77,3.04,29.7,0.89,8.74,70.0,Satisfactory
2019-07-08 00:00:00, Ghaziabad,26.02,28.17,83.82,4.2,24.0,1.14,24.65,84.0,Satisfactory
2019-08-08 00:00:00, Ghaziabad,24.3,24.47,90.24,5.22,18.59,0.78,9.24,90.0,Satisfactory
2019-09-08 00:00:00, Ghaziabad,22.56,7.58,59.83,4.57,12.59,0.42,15.66,60.0,Satisfactory
2019-10-08 00:00:00, Ghaziabad,22.14,14.46,53.52,2.84,14.29,0.63,11.99,54.0,Satisfactory
2019-11-08 00:00:00, Ghaziabad,25.49,23.3,79.82,1.84,17.72,0.55,9.26,80.0,Satisfactory
2019-12-08 00:00:00, Ghaziabad,23.71,23.12,75.96,3.26,23.98,0.55,8.21,76.0,Satisfactory
2019-08-13 00:00:00, Ghaziabad,23.9,23.01,68.8,5.21,23.39,0.89,7.73,69.0,Satisfactory
2019-08-14 00:00:00, Ghaziabad,25.22,49.52,87.77,4.89,32.06,0.65,23.95,88.0,Satisfactory
2019-08-15 00:00:00, Ghaziabad,25.87,25.68,61.67,1.8,16.0,0.88,20.88,62.0,Satisfactory
2019-08-16 00:00:00, Ghaziabad,18.75,11.84,42.81,4.05,13.18,0.53,20.14,43.0,Good
2019-08-17 00:00:00, Ghaziabad,18.14,5.48,18.31,2.08,13.0,0.44,9.85,22.0,Good
2019-08-18 00:00:00, Ghaziabad,17.14,17.07,46.48,1.17,20.92,0.43,4.01,46.0,Good
2019-08-19 00:00:00, Ghaziabad,22.12,55.6,125.44,1.91,32.59,0.87,50.39,117.0,Moderate
2019-08-20 00:00:00, Ghaziabad,35.63,52.71,146.47,3.75,26.64,1.07,16.1,131.0,Moderate
2019-08-21 00:00:00, Ghaziabad,28.93,49.33,164.39,3.15,28.42,0.89,19.79,143.0,Moderate
2019-08-22 00:00:00, Ghaziabad,34.85,57.69,174.54,1.66,41.21,1.17,24.96,150.0,Moderate
2019-08-23 00:00:00, Ghaziabad,37.98,57.5,168.81,1.29,63.33,1.64,18.86,146.0,Moderate
2019-08-24 00:00:00, Ghaziabad,46.21,69.57,161.0,0.72,55.48,2.74,26.48,141.0,Moderate
2019-08-25 00:00:00, Ghaziabad,34.93,34.14,66.7,0.49,24.03,0.9,14.83,67.0,Satisfactory
